Restaurant ID;Restaurant Name;Country Code;City;Address;Locality;Cuisines;Has Table booking;Has Online delivery;Is delivering now;Aggregate rating;Rating color;Rating text;Votes
6317637;Le Petit Souffle;162;Makati City;Third Floor, Century City Mall, Kalayaan Avenue, Poblacion, Makati City;Century City Mall, Poblacion, Makati City;French, Japanese, Desserts;Yes;No;No;4.8;Dark Green;Excellent;314
6304287;Izakaya Kikufuji;162;Makati City;Little Tokyo, 2277 Chino Roces Avenue, Legaspi Village, Makati City;Little Tokyo, Legaspi Village, Makati City;Japanese;Yes;No;No;4.5;Dark Green;Excellent;591
6300002;Heat - Edsa Shangri-La;162;Mandaluyong City;Edsa Shangri-La, 1 Garden Way, Ortigas, Mandaluyong City;Edsa Shangri-La, Ortigas, Mandaluyong City;Seafood, Asian, Filipino, Indian;Yes;No;No;4.4;Green;Very Good;270
6318506;Ooma;162;Mandaluyong City;Third Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City;Japanese, Sushi;No;No;No;4.9;Dark Green;Excellent;365
6314302;Sambo Kojin;162;Mandaluyong City;Third Floor, Mega Atrium, SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City;Japanese, Korean;Yes;No;No;4.8;Dark Green;Excellent;229
18189371;Din Tai Fung;162;Mandaluyong City;Ground Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City;SM Megamall, Ortigas, Mandaluyong City;Chinese;No;No;No;4.4;Green;Very Good;336
6300781;Buffet 101;162;Pasay City;Building K, SM By The Bay, Sunset Boulevard, Mall of Asia Complex (MOA), Pasay City;SM by the Bay, Mall of Asia Complex, Pasay City;Asian, European;Yes;No;No;4;Green;Very Good;520
6301290;Vikings;162;Pasay City;Building B, By The Bay, Seaside Boulevard, Mall of Asia Complex (MOA), Pasay City;SM by the Bay, Mall of Asia Complex, Pasay City;Seafood, Filipino, Asian, European;Yes;No;No;4.2;Green;Very Good;677
6300010;Spiral - Sofitel Philippine Plaza Manila;162;Pasay City;Plaza Level, Sofitel Philippine Plaza Manila, CCP Complex, Pasay City;Sofitel Philippine Plaza Manila, Pasay City;European, Asian, Indian;Yes;No;No;4.9;Dark Green;Excellent;621
6314987;Locavore;162;Pasig City;Brixton Technology Center, 10 Brixton Street, Kapitolyo, Pasig City;Kapitolyo;Filipino;Yes;No;No;4.8;Dark Green;Excellent;532
6309903;Silantro Fil-Mex;162;Pasig City;75 East Capitol Drive, Kapitolyo, Pasig City;Kapitolyo;Filipino, Mexican;No;No;No;4.9;Dark Green;Excellent;1070
6309455;Mad Mark's Creamery & Good Eats;162;Pasig City;23 East Capitol Drive, Kapitolyo, Pasig City;Kapitolyo;American, Ice Cream, Desserts;Yes;No;No;4.2;Green;Very Good;488
6318433;Silantro Fil-Mex;162;Quezon City;Second Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City;UP Town Center, Diliman, Quezon City;Filipino, Mexican;No;No;No;4.8;Dark Green;Excellent;294
6310470;Guevarra's;162;San Juan City;387 P. Guevarra Corner Argonne Street, Addition Hills, San Juan City;Addition Hills;Filipino;Yes;No;No;4.2;Green;Very Good;458
6314605;Sodam Korean Restaurant;162;San Juan City;17 J. Abad Santos Drive, Little Baguio, San Juan City;Little Baguio;Korean;No;No;No;4.3;Green;Very Good;223
18185059;Cafe Arabelle;162;Santa Rosa;Ayala Mall, Solenad, Nuvali, Santa Rosa - Tagaytay Road, Don Jose, Santa Rosa;Nuvali, Don Jose, Santa Rosa;Cafe, American, Italian, Filipino;No;No;No;3.6;Yellow;Good;29
18182702;Nonna's Pasta & Pizzeria;162;Santa Rosa;Ground Floor, Building G, Solenad 3, Nuvali, Don Jose, Santa Rosa;Solenad 3, Don Jose, Santa Rosa;Italian, Pizza;No;No;No;4;Green;Very Good;72
6318213;Balay Dako;162;Tagaytay City;Aguinaldo Highway, Tagaytay City;Tagaytay City;Filipino;Yes;No;No;4.5;Dark Green;Excellent;211
18255654;Hobing Korean Dessert Cafe;162;Taguig City;Third Floor, BGC Stopover Pavillion, Rizal Drive Corner 31st Street, Bonifacio Global City, Taguig City;BGC Stopover Pavillion, Bonifacio Global City;Cafe, Korean, Desserts;No;No;No;4.5;Dark Green;Excellent;118
6308205;Wildflour Cafe + Bakery;162;Taguig City;Ground Floor, Netlima Building, 4th Avenue Corner 26th Street, Bonifacio Global City, Taguig City;Bonifacio Global City;Cafe, Bakery, American, Italian;Yes;No;No;4.4;Green;Very Good;392
6315438;NIU by Vikings;162;Taguig City;Sixth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City;SM Aura Premier, Bonifacio Global City, Taguig City;Seafood, American, Mediterranean, Japanese;Yes;No;No;4.7;Dark Green;Excellent;535
6310406;The Food Hall by Todd English;162;Taguig City;Fifth Floor, SM Aura Premier, C5 Corner 26th Street, Bonifacio Global City, Taguig City;SM Aura Premier, Bonifacio Global City, Taguig City;American, Asian, Italian, Seafood;Yes;No;No;4.5;Dark Green;Excellent;618
6600681;Chez Michou;30;Bras?_lia;SCLN, 208, Bloco A, Loja 30, Asa Norte, Bras?_lia;Asa Norte;Fast Food, French;No;No;No;3;Orange;Average;6
6601005;Caf?? Daniel Briand;30;Bras?_lia;SCLN 104, Bloco A, Loja 26, Asa Norte, Bras?_lia;Asa Norte;Cafe;No;No;No;3.8;Yellow;Good;9
6600292;Casa do Biscoito Mineiro;30;Bras?_lia;SCLN 210, Bloco D, Loja 36/48, Asa Norte, Bras?_lia;Asa Norte;Bakery;No;No;No;3.7;Yellow;Good;11
6600441;Maori;30;Bras?_lia;CLN 110, Bloco D, Loja 28, Asa Norte, Bras?_lia;Asa Norte;Brazilian;No;No;No;3.8;Yellow;Good;11
6600970;Pizza ?? Bessa;30;Bras?_lia;SCS 214, Bloco C, Loja 40, Asa Sul, Bras?_lia;Asa Sul;Pizza;No;No;No;3.2;Orange;Average;11
6600379;Sushi Loko;30;Bras?_lia;SCS 213, Bloco C, Loja 35, Asa Sul, Bras?_lia;Asa Sul;Japanese;No;No;No;3.1;Orange;Average;10
6600214;Beirute;30;Bras?_lia;CLS 109, Bloco A, Loja 2/6, Asa Sul, Bras?_lia;Asa Sul;Arabian;No;No;No;3.7;Yellow;Good;8
6601218;New Koto;30;Bras?_lia;SCS 212, Bloco B, Loja 26, Asa Sul, Bras?_lia;Asa Sul;Japanese;No;No;No;3.7;Yellow;Good;5
6600060;Sandubas Caf??;30;Bras?_lia;Edif?_cio Jos?? Severo, SCS 6, Bloco A, Loja 99, Asa Sul, Bras?_lia;Asa Sul;Brazilian, Cafe;No;No;No;0;White;Not rated;2
6600083;Villa Tevere;30;Bras?_lia;CLS 115, Bloco A, Loja 2, Asa Sul, Bras?_lia;Asa Sul;Italian;No;No;No;4.1;Green;Very Good;12
6601515;Rovereto;30;Bras?_lia;Rua 13 Norte, Lote 4, ?guas Claras, Bras?_lia;?guas Claras;Pizza;No;No;No;3.1;Orange;Average;9
6601361;Buena Carne;30;Bras?_lia;Avenida Arauc??rias, 1325, Loja 19, ?guas Claras, Bras?_lia;?guas Claras;Bar Food, Brazilian;No;No;No;3.6;Yellow;Good;9
6601602;Taco Pep;30;Bras?_lia;Vila Malls, Avenida das Castanheiras, Lote 1060, ?guas Claras, Bras?_lia;?guas Claras;Mexican, Grill;No;No;No;4.3;Green;Very Good;29
6601589;Coco Bambu;30;Bras?_lia;Bras?_lia Shopping - Piso 2, SCN 5, Bloco A, Asa Norte, Bras?_lia;Bras?_lia Shopping, Asa Norte;International;No;No;No;4.2;Green;Very Good;17
6601862;Tayp??;30;Bras?_lia;Fashion Park, Shis Ql 17, Bloco G, Loja 208, Lago Sul, Bras?_lia;Lago Sul;Peruvian, Latin American;No;No;No;3.6;Yellow;Good;5
6601595;Outback Steakhouse;30;Bras?_lia;ParkShopping - Piso 2, SAI/SO, ?rea 6580, Guar?? I, Bras?_lia;ParkShopping, Guar?? I;American, Grill;No;No;No;4;Green;Very Good;10
6601158;Manzu??;30;Bras?_lia;Pont??o Lago Sul, SHIS 10, Lote 9, Lago Sul, Bras?_lia;Pont??o Lago Sul, Lago Sul;Seafood;No;No;No;3.2;Orange;Average;6
6600427;Coco Bambu;30;Bras?_lia;SCES, Trecho 2, Conjunto 13/36, Setor de Clubes Esportivos Sul, Bras?_lia;Setor De Clubes Esportivos Sul;International;No;No;No;4.9;Dark Green;Excellent;30
6600116;Gero;30;Bras?_lia;Shopping Iguatemi - piso 1, SHIN CA 4, Lote A, Lago Norte, Bras?_lia;Shopping Iguatemi, Lago Norte;Italian;No;No;No;3.3;Orange;Average;8
6601457;Brazilian American Burgers;30;Bras?_lia;CLSN 301, Bloco C, Loja 86, Sudoeste, Bras?_lia;Sudoeste;American, Burger;No;No;No;3.6;Yellow;Good;9
7303219;Pesqueiro Eco Gourmet;30;Rio de Janeiro;Praia da Barra da Tijuca, Avenida L?_cio Costa, Ilha 25, Barra da Tijuca, Rio de Janeiro;Barra da Tijuca;Seafood, Bar Food, Brazilian;No;No;No;4;Green;Very Good;7
7304307;Confeitaria Colombo;30;Rio de Janeiro;Rua Gon?_alves Dias, 32, Centro, Rio de Janeiro;Centro;Desserts, Cafe;No;No;No;4.8;Dark Green;Excellent;29
7301215;Bibi;30;Rio de Janeiro;Rua Santa Clara, 36, Copabana, Rio de Janeiro;Copacabana;Juices, Healthy Food;No;No;No;4.7;Dark Green;Excellent;24
7300596;Cervantes;30;Rio de Janeiro;Avenida Prado Junior, 335 B, Copacabana, Rio de Janeiro;Copacabana;Beverages, Bar Food, Fast Food;No;No;No;4.5;Dark Green;Excellent;29
7300612;Amir;30;Rio de Janeiro;Rua Ronald de Carvalho, 55, Copacabana, Rio de Janeiro;Copacabana;Lebanese;No;No;No;4.2;Green;Very Good;11
7300704;TT Burger;30;Rio de Janeiro;Galeria River, Rua Francisco Otaviano, 67, Copacabana, Rio de Janeiro;Galeria River, Copacabana;Burger;No;No;No;4.8;Dark Green;Excellent;19
7300955;Braseiro da G??vea;30;Rio de Janeiro;Pra?_a Santos Dumont, 116, G??vea, Rio de Janeiro;G??vea;Brazilian, Bar Food;No;No;No;4.9;Dark Green;Excellent;40
7300521;Balada Mix;30;Rio de Janeiro;Rua An?_bal de Mendon?_a, 37, Ipanema, Rio de Janeiro;Ipanema;Brazilian, Healthy Food, Juices, Pizza;No;No;No;4.6;Dark Green;Excellent;21
7300515;Garota de Ipanema;30;Rio de Janeiro;Rua Vinicius de Moraes, 49, Ipanema, Rio de Janeiro;Ipanema;Brazilian, Bar Food;No;No;No;4.9;Dark Green;Excellent;49
7300483;Zaz?? Bistr?? Tropical;30;Rio de Janeiro;Rua Joana Ang??lica, 40, Ipanema, Rio de Janeiro;Ipanema;Brazilian;No;No;No;4.6;Dark Green;Excellent;21
7301064;Fil?? de Ouro;30;Rio de Janeiro;Rua Jardim Bot??nico, 731, Jardim Bot??nico, Lagoa, Rio de Janeiro;Lagoa;Brazilian;No;No;No;4.3;Green;Very Good;14
7304312;D.O.C Ristorante;30;Rio de Janeiro;Le Monde, Bloco 3, Lojas A/B, Avenida das Am??ricas, 3500, Barra da Tijuca, Rio de Janeiro;Le Monde, Barra da Tijuca;Italian;No;No;No;4;Green;Very Good;5
7300004;Sushi Leblon;30;Rio de Janeiro;Rua Dias Ferreira, 256, Leblon, Rio de Janeiro;Leblon;Japanese;No;No;No;4.6;Dark Green;Excellent;25
7300868;Talho Capixaba;30;Rio de Janeiro;Avenida Ataulfo de Paiva, 1022, Lojas A e B, Leblon, Rio de Janeiro;Leblon;Bakery, Sandwich, Brazilian;No;No;No;4.4;Green;Very Good;13
7302637;Leme Light;30;Rio de Janeiro;Rua Gustavo Sampaio, 798, Leme, Rio de Janeiro;Leme;Brazilian;No;No;No;4.2;Green;Very Good;7
7302140;Shirley;30;Rio de Janeiro;Rua Gustavo Sampaio, 610, Leme, Rio de Janeiro;Leme;Brazilian, Seafood;No;No;No;4.2;Green;Very Good;8
7305048;Quiosque Chopp Brahma;30;Rio de Janeiro;Madureira Shopping - Loja 289/290, Piso 2, Estrada do Portela, 222, Madureira, Rio de Janeiro, RJ;Madureira;Bar Food, Brazilian;No;No;No;0;White;Not rated;1
7302898;Apraz?_vel;30;Rio de Janeiro;Rua Apraz?_vel, 62, Santa Teresa, Rio de Janeiro;Santa Teresa;Brazilian;No;No;No;4.7;Dark Green;Excellent;44
7302859;Aconchego Carioca;30;Rio de Janeiro;Rua Bar??o de Iguatemi, 379, Tijuca, Rio de Janeiro;Tijuca;Brazilian, Bar Food;No;No;No;4.6;Dark Green;Excellent;24
7301700;Garota de Ipanema;30;Rio de Janeiro;Avenida Jo??o Alves, 56, Urca, Rio de Janeiro;Urca;Brazilian, Bar Food;No;No;No;4.3;Green;Very Good;10
6706313;Cantina Famiglia Mancini;30;S??o Paulo;Rua Avanhandava, 81, Bela Vista, S??o Paulo 10000;Bela Vista, Centro;Italian, Pizza;No;No;No;4.5;Dark Green;Excellent;49
6704326;Templo da Carne - Marcos Bassi;30;S??o Paulo;Rua Treze de Maio, 668, Bela Vista, S??o Paulo 01327000;Bela Vista, Centro;Steak, BBQ;No;No;No;4.4;Green;Very Good;17
6711179;Gopala Hari;30;S??o Paulo;Rua Antonio Carlos, 429, Consola?_??o, S??o Paulo;Consola?_??o;Indian;No;No;No;3.1;Orange;Average;5
6702797;Jiquitaia;30;S??o Paulo;Rua Ant??nio Carlos, 268, Consola?_??o, S??o Paulo;Consola?_??o;Brazilian;No;No;No;4.1;Green;Very Good;15
6700475;Skye - Hotel Unique;30;S??o Paulo;Hotel Unique, Avenida Brigadeiro Lu?_s Ant??nio, 4700, Jardim Paulista, S??o Paulo;Hotel Unique, Jardim Paulista;Beverages, International;No;No;No;4.8;Dark Green;Excellent;59
6713413;Les 3 Brasseurs;30;S??o Paulo;Rua Jesu?_no Arruda, 470, Itaim Bibi, S??o Paulo;Itaim Bibi;French, Brazilian, Beverages;No;No;No;4.6;Dark Green;Excellent;30
6714340;Red Steak & Burger;30;S??o Paulo;Rua Tabapu??, 1417, Itaim Bibi, S??o Paulo;Itaim Bibi;Brazilian, Grill;No;No;No;3.9;Yellow;Good;5
6710645;Cantinho da Gula;30;S??o Paulo;Rua Pedroso Alvarenga, 522, Itaim Bibi, S??o Paulo, SP;Itaim Bibi;Brazilian;No;No;No;0;White;Not rated;0
6700402;Paris 6 Classique;30;S??o Paulo;Rua Haddock Lobo, 1240, Cerqueira C??sar, Jardim Paulista, S??o Paulo;Jardim Paulista;French;No;No;No;3.4;Orange;Average;73
6700846;Kawa Sushi;30;S??o Paulo;Alameda Lorena, 300, Jardim Paulista, S??o Paulo;Jardim Paulista;Sushi, Japanese;No;No;No;3.5;Yellow;Good;9
6702159;A Figueira Rubaiyat;30;S??o Paulo;Rua Haddock Lobo, 1738, Cerqueira C??sar, Jardim Paulista, S??o Paulo 10000;Jardim Paulista;BBQ, Grill, Brazilian;No;No;No;4.3;Green;Very Good;39
6711666;Kinoshita;30;S??o Paulo;Rua Jacques F??lix, 405, Vila Nova Concei?_??o, Moema, S??o Paulo;Moema;Sushi;No;No;No;3.9;Yellow;Good;12
6701257;Meats;30;S??o Paulo;Rua dos Pinheiros, 320, Pinheiros, S??o Paulo;Pinheiros;Gourmet Fast Food, Burger;No;No;No;4.3;Green;Very Good;68
6706211;Paribar;30;S??o Paulo;Pra?_a Dom Jos?? Gaspar, 42, Rep?_blica, S??o Paulo 10000;Rep?_blica;Brazilian, Italian;No;No;No;4.3;Green;Very Good;46
6705858;Terra?_o It??lia;30;S??o Paulo;Edif?_cio It??lia - 41?? Andar, Avenida Ipiranga, 344, Rep?_blica, S??o Paulo;Rep?_blica;Italian;No;No;No;4.4;Green;Very Good;37
6701419;Divino Fog??o;30;S??o Paulo;Shopping Metr?? Santa Cruz - Piso L2, Rua Domingos de Morais, 2564, Vila Mariana, S??o Paulo;Shopping Metr?? Santa Cruz, Vila Mariana;Brazilian, Mineira;No;No;No;0;White;Not rated;2
6703956;Super Grill;30;S??o Paulo;Shopping Morumbi - Piso Lazer, Avenida Roque Petroni J?_nior, 1089, Santo Amaro, S??o Paulo;Shopping Morumbi, Santo Amaro;Brazilian;No;No;No;0;White;Not rated;2
6709580;Esquina Mocot?_;30;S??o Paulo;Avenida Nossa Senhora do Loreto, 1104, Vila Medeiros, Vila Maria, S??o Paulo;Vila Maria;Brazilian, North Eastern;No;No;No;4.4;Green;Very Good;22
6703176;Veloso;30;S??o Paulo;Rua Concei?_??o Veloso, 56, Vila Mariana, S??o Paulo;Vila Mariana;Brazilian, Bar Food, Beverages;No;No;No;4.6;Dark Green;Excellent;58
6713772;Sainte Marie Gastronomia;30;S??o Paulo;Rua Dom Jo??o Batista da Costa, 70, Vila S??nia, S??o Paulo;Vila S??nia;Lebanese, Arabian;No;No;No;4.1;Green;Very Good;11
17284404;Austin's BBQ and Oyster Bar;216;Albany;2820 Meredyth Dr, Albany, GA 31707;Albany;BBQ, Burger, Seafood;No;No;No;3.3;Orange;Average;35
17284203;BJ's Country Buffet;216;Albany;2401 Dawson Rd, Albany, GA 31707;Albany;American, BBQ;No;No;No;3.3;Orange;Average;25
17284105;Cookie Shoppe;216;Albany;115 N Jackson St, Albany, GA 31701;Albany;;No;No;No;3.4;Orange;Average;34
17284302;El Vaquero Mexican Restaurant;216;Albany;2700 Dawson Rd, Albany, GA 31707;Albany;Mexican;No;No;No;3.4;Orange;Average;45
17284397;Elements Coffee Co - Northwest;216;Albany;2726 Ledo Rd Ste 10, Albany, GA 31707;Albany;Coffee and Tea, Sandwich;No;No;No;3.4;Orange;Average;26
17284211;Pearly's Famous Country Cookng;216;Albany;814 N Slappey Blvd, Albany, GA 31701;Albany;;No;No;No;3.4;Orange;Average;36
17284094;Chick-fil-A;216;Albany;2703 Dawson Rd, Albany, GA 31707;Albany;Fast Food;No;No;No;3.5;Yellow;Good;67
17284409;Guang Zhou Chinese Restaurant;216;Albany;1214 N Westover Blvd, Albany, GA 31707;Albany;Asian, Chinese, Vegetarian;No;No;No;3.9;Yellow;Good;141
17284139;Harvest Moon;216;Albany;2347 Dawson Road, Albany, GA 31707;Albany;Pizza, Bar Food, Sandwich;No;No;No;3.7;Yellow;Good;147
17284403;Henry Campbell's Steakhouse;216;Albany;629 N. Westover Blvd, Albany, GA 31707;Albany;Steak, Tapas, Bar Food;No;No;No;3.5;Yellow;Good;51
17284145;Hong Kong Cafe;216;Albany;2700 Dawson Rd, Albany, GA 31707;Albany;Chinese, Seafood, Vegetarian;No;No;No;3.6;Yellow;Good;88
17284150;House of China Restaurant II;216;Albany;2526 Dawson Rd Ste A, Albany, GA 31707;Albany;Chinese;No;No;No;3.8;Yellow;Good;153
17284158;Jimmie's Hot Dogs;216;Albany;204 S Jackson St, Albany, GA 31701;Albany;;No;No;No;3.9;Yellow;Good;160
17284175;Locos Grill & Pub;216;Albany;547 N Westover Blvd, Albany, GA 31707;Albany;American, Burger, Sandwich;No;No;No;3.5;Yellow;Good;57
17284179;Longhorn Steakhouse;216;Albany;2733 Dawson Rd, Albany, GA 31707;Albany;American, Steak;No;No;No;3.5;Yellow;Good;58
17284197;Mikata Japanese Steakhouse;216;Albany;2610 Dawson Rd, Albany, GA 31707;Albany;Japanese, Steak, Sushi;No;No;No;3.6;Yellow;Good;115
17284241;Shogun Japanese Steak House;216;Albany;629 N Westover Blvd, Albany, GA 31707;Albany;Japanese, Steak, Sushi;No;No;No;3.5;Yellow;Good;51
17284390;The Catch Seafood Room & Oyster Bar;216;Albany;2332 Whispering Pines Road, Albany, GA 31707;Albany;Seafood, Tapas, Bar Food;No;No;No;3.8;Yellow;Good;250
17284279;Villa Gargano;216;Albany;1604 N Slappey Blvd, Albany, GA 31701;Albany;Italian, Pizza;No;No;No;3.7;Yellow;Good;117
17284364;3 Squares Diner;216;Albany;202 W Franklin St, Sylvester, GA 31791;Sylvester;American, Breakfast, Diner;No;No;No;3.4;Orange;Average;20
16611114;Whitebull Hotel;14;Armidale;117 Marsh St, Armidale, NSW;Armidale;Bar Food, Steak;No;No;No;3.5;Yellow;Good;25
17293281;Last Resort Grill;216;Athens;184 W Clayton St, Athens, GA 30601;Athens;American, Southern, Southwestern;No;No;No;4.5;Dark Green;Excellent;1821
17293301;Mama's Boy Restaurant;216;Athens;197 Oak St, GA 30601;Athens;Southern;No;No;No;4.5;Dark Green;Excellent;849
17293409;Sr. Sol 1;216;Athens;175 Tallassee Rd, Athens, GA 30606;Athens;Mexican;No;No;No;4.6;Dark Green;Excellent;917
17293163;Choo Choo Eastside;216;Athens;1055 Gaines School Rd Ste 100, Athens, GA 30605;Athens;Japanese, Korean;No;No;No;3.9;Yellow;Good;439
17293228;The Grill;216;Athens;171 College Ave, Athens, GA 30601;Athens;Breakfast, Burger, Sandwich;No;No;No;3.7;Yellow;Good;289
17293880;Big City Bread Cafe;216;Athens;393 N Finley St, Athens, GA 30601;Athens;Breakfast, Sandwich;No;No;No;4.3;Green;Very Good;558
17293169;Clocked;216;Athens;259 W Washington St, Athens, GA 30601;Athens;American, Burger, Sandwich;No;No;No;4.2;Green;Very Good;613
17293186;DePalma's Italian Cafe - Downtown;216;Athens;401 E Broad St, Athens, GA 30601;Athens;American, Italian, Pizza;No;No;No;4;Green;Very Good;353
17293180;DePalma's Italian Cafe - East Side;216;Athens;1965 Barnett Shoals Rd, Athens, GA 30605;Athens;American, Italian, Pizza;No;No;No;4.1;Green;Very Good;387
17293205;Five & Ten;216;Athens;1073 South Milledge Ave, Athens, GA 30605;Athens;American;No;No;No;4.3;Green;Very Good;755
17293229;Grit;216;Athens;199 Prince Ave, Athens, GA 30601;Athens;International, Southern, Vegetarian;No;No;No;4.2;Green;Very Good;800
17293897;Ike & Jane;216;Athens;1307 Prince Ave, Athens, GA 30606;Athens;Sandwich;No;No;No;4.1;Green;Very Good;350
17293273;La Dolce Vita Ristorante;216;Athens;323 E Broad St, Athens, GA 30601;Athens;Italian;No;No;No;4.1;Green;Very Good;464
17293870;Shokitini;216;Athens;251 W Clayton St, Athens, GA 30601;Athens;Asian, Japanese, Sushi;No;No;No;4.2;Green;Very Good;550
17293877;Taqueria Del Sol;216;Athens;334 Prince Ave, Athens, GA 30601;Athens;Mexican, Spanish;No;No;No;4.1;Green;Very Good;543
17293890;The National;216;Athens;232 W. Hancock Ave., Athens, GA 30601;Athens;International, Southern;No;No;No;4.1;Green;Very Good;465
17293915;The Royal Peasant;216;Athens;1675 S. Lumpkin St., Athens, GA 30606;Athens;Bar Food;No;No;No;4.4;Green;Very Good;546
17293422;Transmetropolitan;216;Athens;145 E Clayton St, Athens, GA 30601;Athens;Italian, Pizza, Sandwich;No;No;No;4.4;Green;Very Good;1098
17293873;Trappeze Pub;216;Athens;269 N Hull St, Athens, GA 30601;Athens;Burger, Bar Food;No;No;No;4.2;Green;Very Good;579
17294014;Viva! Argentine Cuisine;216;Athens;247 Prince Ave, Athens, GA 30601;Athens;Desserts, Latin American, Argentine;No;No;No;4.1;Green;Very Good;374
17294556;Miyabi Kyoto Japanese Steak House;216;Augusta;1315 Augusta West Pkwy, Augusta, GA 30909;Augusta;Chinese, Steak;No;No;No;4.6;Dark Green;Excellent;717
17294607;Rae's Coastal Cafe;216;Augusta;3208 W Wimbledon Dr, Augusta, GA 30909;Augusta;American, Caribbean, Seafood;No;No;No;4.9;Dark Green;Excellent;548
17294279;The Bee's Knees;216;Augusta;211 10th Street, Augusta, GA 30901;Augusta;International, Tapas, Vegetarian;No;No;No;4.5;Dark Green;Excellent;631
17294300;Boll Weevil Cafe;216;Augusta;10 9th St, Augusta, GA 30901;Augusta;Desserts, Sandwich, Southern;No;No;No;3.9;Yellow;Good;372
17295215;Farmhaus Burger;216;Augusta;1204 Broad St, Augusta, GA 30901;Augusta;American, Burger;No;No;No;3.9;Yellow;Good;201
17295028;Manuel's Bread Cafe;216;Augusta;505 Railroad Ave, North Augusta, GA 29841;Augusta;Breakfast, French;No;No;No;3.8;Yellow;Good;332
17294642;Sconyers Bar B Que;216;Augusta;2250 Sconyers Way, Augusta, GA 30906;Augusta;BBQ;No;No;No;3.5;Yellow;Good;304
17295109;Frog Hollow Tavern;216;Augusta;1282 broad street, Augusta, GA 30901;Augusta;American;No;No;No;4.3;Green;Very Good;368
17294441;Giuseppe's Pizza & Italian Specialities;216;Augusta;3690 Wheeler Rd, Augusta, GA 30909;Augusta;Desserts, Italian, Pizza;No;No;No;4.1;Green;Very Good;430
17294552;Mellow Mushroom;216;Augusta;1167 Broad St, Augusta, GA 30901;Augusta;Italian, Pizza, Sandwich;No;No;No;4.4;Green;Very Good;433
17294565;Nacho Mamas Burritos;216;Augusta;976 Broad St, Augusta, GA 30901;Augusta;Mexican;No;No;No;4;Green;Very Good;380
17294623;Rhinehart's Oyster Bar;216;Augusta;3051 Washington Rd, Augusta, GA 30907;Augusta;Bar Food, Sandwich, Seafood;No;No;No;4;Green;Very Good;456
17294712;Takosushi;216;Augusta;437 Highland Ave, Augusta, GA 30909;Augusta;Mexican, Southwestern, Sushi;No;No;No;4.2;Green;Very Good;647
17295033;The Chop House;216;Augusta;Augusta Mall, Augusta, GA 30909;Augusta;Steak;No;No;No;4;Green;Very Good;360
17295069;The Taj of India;216;Augusta;502 Furys Ferry Rd, Augusta, GA 30907;Augusta;Indian;No;No;No;4;Green;Very Good;227
17294261;Augsburg Haus;216;Augusta;4460 Washington Road, Evans, GA 30809;Evans;German;No;No;No;3.9;Yellow;Good;290
17295115;Pho Bac;216;Augusta;4300 Towne Centre, Evans, GA 30809;Evans;Vietnamese;No;No;No;4.1;Green;Very Good;270
17294836;Rhinehart's Oyster Bar;216;Augusta;303 North Bel Air Rd, Evans, GA 30809;Evans;Burger, Seafood;No;No;No;4;Green;Very Good;326
17294850;Thai Kitchen;216;Augusta;4357 Washington Road, Evans, GA 30809;Evans;Thai;No;No;No;4.3;Green;Very Good;317
17294883;El Kiosco Mexican Restaurant;216;Augusta;5174 Wrightsboro Rd, Grovetown, GA 30813;Grovetown;Mexican;No;No;No;4.2;Green;Very Good;300
16608864;Taste of Balingup;14;Balingup;63 South Western Hwy, Balingup, WA;Balingup;Modern Australian;No;No;No;3.2;Orange;Average;21
16604911;Bridge Road Brewers;14;Beechworth;Old Coach House 50 Ford St, Beechworth, Beechworth, VIC;Beechworth;Pizza, Bar Food;No;No;No;4.6;Dark Green;Excellent;237
17303465;Bardenay;216;Boise;610 W Grove St, Boise, ID 83702;Boise;American, Bar Food;No;No;No;4.5;Dark Green;Excellent;879
17303642;Flatbread Neapolitan Pizzeria;216;Boise;800 W Main Suite 230, Boise, ID 83702;Boise;Italian, Pizza;No;No;No;4.6;Dark Green;Excellent;615
17303670;Goldy's Breakfast Bistro;216;Boise;108 S Capitol Blvd, Boise, ID 83702;Boise;Breakfast, Sandwich;No;No;No;4.5;Dark Green;Excellent;879
17303545;Chandlers Steakhouse;216;Boise;981 W Grove St, Boise, ID 83702;Boise;American, Seafood, Steak;No;No;No;3.9;Yellow;Good;379
17303655;Bar Gernika Basque Pub & Eatery;216;Boise;202 S Capitol Blvd, Boise, ID 83702;Boise;European, Spanish;No;No;No;4.3;Green;Very Good;303
17304691;Barbacoa Restaurant;216;Boise;276 Bobwhite Ct, Boise, ID 83706;Boise;Latin American, Steak;No;No;No;4.1;Green;Very Good;538
17303478;Big Jud's;216;Boise;1289 Protest Rd, Boise, ID 83706;Boise;American, Burger, Sandwich;No;No;No;4.2;Green;Very Good;334
17303480;Bittercreek Ale House;216;Boise;246 N 8th St, Boise, ID 83702;Boise;American, Bar Food;No;No;No;4.3;Green;Very Good;555
